own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
8233,2.14,7.37,4931,8.13,3.14,1.49,4.03,3.43,10292,4.74,1.89,3960,5.21,8.34,10.99,8.86,5.7,1.25,2.215,0.256,0.803,0.641,2.656,7.376,2.199,1.662,Cloudy,Very Low,Dusk,Defend,Defend,None,Yes,11.2
6345,1.93,1.41,966,2.16,2.98,1.19,3.01,3.88,1313,2.94,7.03,6970,3.52,2.24,2.4,1.58,8.6,0.207,1.523,4.986,7.215,1.63,0.752,2.017,0.525,2.216,Clear,Moderate,Afternoon,Attack,Defend,None,Yes,12.5
3409,7.39,8.55,2881,9.77,1.36,7.66,2.25,1.57,8222,4.1,1.63,1816,11.58,8.75,4.74,1.74,4.34,2.412,0.555,0.191,0.63,1.185,6.434,0.619,0.773,2.764,Cloudy,Good,Afternoon,Attack,Defend,None,No,95.4
6427,2.88,9.9,2890,1.22,2.66,1.5,8.31,9.8,12550,0.96,6.4,1410,6.22,8.43,1.62,6.79,10.49,1.953,0.333,0.646,0.488,5.098,3.169,1.08,0.817,1.07,Cloudy,Excellent,Dusk,Defend,Defend,None,Yes,86.0
5507,3.76,5.25,1927,2.06,8.37,3.84,6.27,8.16,14328,7.56,10.36,2522,5.5,10.39,11.29,0.85,10.93,2.602,2.011,1.973,1.309,2.67,1.241,2.94,0.136,1.339,Rain,Low,Midday,Defend,Attack,Partial,Yes,1.0
4548,5.28,9.73,4762,3.8,1.03,2.23,9.57,2.33,10969,3.27,2.79,4066,8.43,8.17,4.36,5.07,7.01,2.412,0.619,0.287,0.854,2.218,7.932,1.955,0.53,3.009,Clear,Excellent,Afternoon,Attack,Attack,None,No,67.4
1742,5.04,5.93,4235,5.58,1.39,9.72,6.83,5.41,4783,11.67,11.23,581,9.05,1.27,4.78,2.76,0.59,2.746,2.315,1.894,0.137,1.622,0.914,0.492,0.404,0.109,Fog,Very Low,Night,Attack,Defend,None,Yes,86.7
8923,7.38,5.14,4166,2.95,2.14,3.85,4.07,4.03,3917,1.81,4.94,2753,3.52,10.2,1.2,2.94,9.86,0.439,0.245,0.961,0.661,1.193,4.766,0.312,0.722,2.447,Cloudy,Moderate,Dawn,Defend,Defend,None,Yes,98.6
4773,6.61,3.98,4873,7.63,4.78,1.5,8.53,1.29,11801,1.39,3.01,506,3.99,8.01,1.68,6.07,6.59,2.472,0.21,0.756,0.104,0.523,1.676,1.12,0.712,5.109,Storm,Good,Dawn,Defend,Defend,None,No,91.3
2349,6.8,6.92,2340,4.22,4.0,9.55,3.53,9.34,11453,2.5,6.27,4622,0.94,2.92,11.23,6.67,1.62,4.876,0.368,0.906,1.975,0.223,0.73,1.176,1.89,0.173,Cloudy,Low,Night,Defend,Defend,Full Ambush,Yes,75.4
3994,7.43,3.07,576,1.35,2.6,6.48,3.62,8.55,7398,6.74,10.5,2441,11.91,11.31,7.93,5.26,1.2,1.852,0.907,3.42,4.238,8.822,4.35,1.224,1.453,0.14,Rain,Good,Dusk,Attack,Attack,None,Yes,1.0
4434,3.63,1.94,3851,8.9,2.0,1.32,1.25,9.88,1485,9.1,3.61,6796,0.5,10.61,7.55,2.04,6.15,0.335,2.507,1.861,1.765,0.056,5.305,5.72,1.632,0.622,Fog,Excellent,Afternoon,Attack,Defend,None,Yes,99.0
8362,3.9,1.25,1966,9.49,9.45,8.5,3.27,3.18,10146,6.93,2.48,767,6.02,5.38,9.57,5.91,8.27,1.213,1.777,1.984,0.39,0.634,0.569,1.126,1.807,2.601,Fog,Very Low,Morning,Attack,Defend,Partial,No,11.9
7469,4.94,3.63,1033,6.57,9.2,2.37,3.35,7.29,8939,10.39,7.86,6266,5.62,7.3,7.74,9.7,6.32,1.197,2.103,2.165,6.066,0.855,0.793,3.266,2.896,0.867,Cloudy,Very Low,Night,Defend,Attack,Partial,Yes,1.0
7808,3.77,4.56,2468,8.26,7.95,8.22,3.68,2.06,375,7.33,8.46,232,9.75,8.2,3.42,8.29,3.69,0.048,1.944,1.855,0.094,1.18,1.031,0.416,2.253,1.791,Clear,Excellent,Midday,Attack,Defend,None,Yes,99.0
605,9.86,5.97,4636,2.09,3.27,6.42,4.32,4.88,9708,2.09,1.33,4602,1.3,10.21,11.0,6.46,9.49,16.046,0.212,0.223,0.993,0.622,3.122,1.713,1.495,1.945,Rain,Low,Dawn,Defend,Attack,None,Yes,3.2
4453,8.33,3.63,940,3.42,3.91,2.59,6.19,8.62,2159,2.64,3.41,6638,4.08,4.58,3.33,2.13,1.4,0.485,0.317,0.939,7.062,1.193,1.171,1.286,0.344,0.162,Rain,Low,Midday,Attack,Defend,None,Yes,93.9
5073,2.48,9.86,4259,3.93,6.99,7.77,2.95,1.07,12422,4.61,1.87,4966,8.81,8.3,9.94,7.49,2.67,2.449,1.859,0.19,1.166,2.242,1.187,1.279,2.539,2.495,Fog,Moderate,Dawn,Attack,Attack,None,Yes,1.1
682,1.05,3.63,2149,9.65,3.63,5.09,6.73,5.33,10169,11.08,8.67,263,11.76,8.67,3.73,6.31,9.22,14.911,10.552,2.388,0.122,1.219,2.388,0.733,0.938,1.73,Cloudy,Excellent,Afternoon,Defend,Attack,Partial,Yes,1.0
2968,1.39,4.97,770,5.61,5.78,6.74,2.2,4.91,965,5.79,6.58,4617,11.96,4.74,3.43,9.99,9.46,0.325,4.165,1.324,5.996,2.132,0.82,0.509,4.541,1.927,Rain,Very Low,Midday,Attack,Defend,None,No,3.8
7723,3.2,1.93,4257,1.07,6.86,8.83,9.38,7.22,8071,10.55,10.79,2055,2.57,5.38,7.18,2.25,6.3,1.045,3.297,5.591,0.483,2.402,0.784,0.813,0.24,0.873,Cloudy,Low,Dusk,Attack,Attack,None,Yes,10.1
1803,2.03,3.35,4851,4.42,5.67,3.34,1.23,3.14,12120,1.36,8.28,5121,1.32,5.37,2.05,4.97,1.68,6.722,0.67,2.472,1.056,0.299,0.947,0.614,4.041,0.535,Cloudy,Good,Afternoon,Defend,Defend,None,Yes,8.3
5585,5.8,1.43,1527,1.07,4.72,4.29,9.17,2.56,12484,8.4,3.64,3192,6.16,5.17,4.81,1.66,0.84,2.235,1.448,2.545,2.09,5.757,1.095,1.121,0.181,0.328,Cloudy,Good,Dusk,Defend,Defend,None,No,5.3
2544,8.72,6.04,1587,3.14,4.13,9.98,5.92,6.86,1464,5.87,4.39,4348,0.91,6.7,6.3,6.53,5.19,0.575,0.673,0.727,2.74,0.29,1.622,0.631,1.103,0.757,Cloudy,Good,Morning,Defend,Defend,Partial,No,95.8
615,7.63,7.76,2014,5.09,8.0,5.57,7.39,6.77,1368,2.49,5.32,215,5.9,1.02,10.75,10.89,4.41,2.224,0.326,0.686,0.107,1.159,0.128,1.93,1.474,0.651,Clear,Moderate,Morning,Attack,Attack,None,Yes,87.6
2791,2.94,2.76,4089,3.91,7.65,6.03,3.69,7.77,11670,1.44,1.63,1998,11.36,11.97,4.91,11.36,7.87,4.181,0.49,0.591,0.489,2.905,1.565,0.814,3.079,1.013,Cloudy,Low,Dusk,Attack,Defend,Partial,No,39.5
9771,4.59,4.31,151,1.29,7.27,3.57,2.56,3.22,3643,4.13,11.1,2148,10.18,4.03,1.01,0.85,7.16,0.373,0.9,2.575,14.225,7.891,0.554,0.283,0.332,2.224,Clear,Low,Dusk,Attack,Defend,None,No,6.8
8115,5.57,1.15,1197,2.05,4.37,4.74,9.53,1.15,8992,9.94,8.54,3161,1.03,6.72,9.91,4.74,4.9,1.108,1.785,7.426,2.641,0.502,1.538,2.091,0.497,4.261,Rain,Low,Midday,Attack,Defend,None,Yes,1.1
9616,8.29,8.56,3559,5.96,7.98,5.51,4.97,8.9,9211,7.87,8.84,6170,0.75,3.79,7.59,4.24,8.89,0.958,0.949,1.033,1.734,0.126,0.475,1.377,0.853,0.999,Rain,Good,Dawn,Attack,Defend,None,Yes,85.1
5135,8.55,8.02,2088,7.26,9.62,3.33,5.32,2.86,9521,5.81,8.09,2616,5.32,11.27,8.32,7.78,4.68,1.854,0.68,1.009,1.253,0.733,1.172,2.498,1.462,1.636,Clear,Very Low,Midday,Attack,Attack,None,Yes,14.2
1542,9.19,1.57,1718,4.64,7.2,3.14,9.87,4.76,5201,10.22,5.6,4940,1.77,11.71,1.53,8.65,2.34,3.373,1.112,3.567,2.875,0.381,1.626,0.487,0.876,0.492,Clear,Low,Dawn,Defend,Attack,Full Ambush,No,4.1
5706,5.58,4.28,4374,7.58,4.67,6.4,4.02,5.22,791,2.58,4.86,2530,4.76,11.77,2.54,2.66,3.19,0.139,0.462,1.136,0.578,0.628,2.52,0.397,0.662,0.611,Clear,Moderate,Dusk,Attack,Defend,None,Yes,99.0
4817,7.25,9.6,4595,2.47,8.17,2.65,1.9,2.69,8155,3.71,6.82,1447,8.53,5.51,6.8,2.61,8.86,1.693,0.512,0.71,0.315,3.453,0.674,2.566,1.374,3.294,Clear,Good,Dawn,Attack,Attack,Partial,Yes,47.1
8521,2.01,4.53,4745,2.1,6.48,5.98,6.28,5.69,7822,6.87,8.98,3267,4.36,7.46,2.82,3.77,9.06,0.918,3.418,1.982,0.689,2.076,1.151,0.472,0.6,1.592,Fog,Low,Morning,Defend,Defend,None,Yes,9.4
1432,6.09,5.74,1435,8.56,8.9,7.36,5.99,9.23,6610,7.28,4.59,1744,4.7,9.95,9.91,0.79,8.6,4.616,1.195,0.8,1.215,0.549,1.118,1.346,0.132,0.932,Cloudy,Low,Afternoon,Attack,Defend,None,No,31.6
5138,3.24,4.2,4571,4.05,7.42,2.78,7.96,3.44,4337,4.19,6.17,417,1.42,2.25,0.78,7.1,0.75,0.844,1.293,1.469,0.091,0.351,0.303,0.281,0.892,0.218,Cloudy,Low,Midday,Attack,Attack,Full Ambush,Yes,99.0
1925,4.89,6.37,3711,4.89,7.93,7.71,9.6,5.68,12677,6.3,8.0,1539,10.9,4.89,9.9,8.52,10.27,6.585,1.288,1.256,0.415,2.229,0.617,1.284,0.888,1.808,Storm,Excellent,Dusk,Defend,Attack,Full Ambush,No,1.0
3584,6.71,9.8,856,9.53,7.01,4.24,3.77,3.78,5677,1.88,3.68,624,10.0,4.03,5.84,0.56,5.18,1.584,0.28,0.376,0.729,1.049,0.575,1.377,0.149,1.37,Rain,Good,Dusk,Defend,Attack,Partial,Yes,99.0
7505,3.31,9.98,3090,4.82,1.83,9.93,7.5,9.83,2077,0.63,10.08,380,4.83,6.11,7.28,5.48,10.57,0.277,0.19,1.01,0.123,1.002,3.339,0.733,0.731,1.075,Clear,Low,Morning,Attack,Attack,Partial,No,99.0
5022,1.47,7.97,229,1.03,5.37,9.81,4.91,2.99,11420,10.91,2.95,5183,6.91,9.67,2.79,5.75,4.78,2.274,7.422,0.37,22.633,6.709,1.801,0.284,1.171,1.599,Clear,Excellent,Dusk,Defend,Defend,None,Yes,1.0
4071,1.09,4.64,3571,9.44,1.51,8.19,8.05,1.98,9617,5.58,10.42,4881,6.17,7.72,4.97,7.52,11.78,2.362,5.119,2.246,1.367,0.654,5.113,0.607,0.934,5.949,Clear,Moderate,Dawn,Attack,Defend,None,No,1.0
4248,1.2,5.45,3694,1.13,5.03,4.08,2.48,2.28,4775,3.16,0.55,1117,2.98,1.84,7.12,9.15,6.89,1.124,2.633,0.101,0.302,2.637,0.366,1.745,3.69,3.022,Clear,Good,Afternoon,Attack,Attack,None,No,23.0
4865,1.08,4.21,3968,6.96,7.45,9.43,5.51,4.3,2437,4.29,7.9,333,3.15,2.84,2.34,10.47,2.74,0.501,3.972,1.876,0.084,0.453,0.381,0.248,1.9,0.637,Rain,Good,Morning,Attack,Defend,None,No,96.5
7958,1.99,9.87,945,3.91,4.79,9.99,1.69,5.98,6707,6.45,5.95,215,6.24,2.02,4.99,2.3,6.84,0.843,3.241,0.603,0.228,1.596,0.422,0.499,1.361,1.144,Storm,Good,Night,Attack,Defend,None,Yes,71.7
8975,3.16,7.37,3178,5.23,1.01,5.16,6.05,7.01,1176,11.38,3.34,5134,5.37,3.0,8.27,5.05,2.01,0.131,3.601,0.453,1.615,1.027,2.97,1.603,0.835,0.287,Rain,Good,Dusk,Attack,Defend,Partial,Yes,98.9
9576,2.99,5.04,976,5.93,4.32,6.53,2.52,6.06,3497,8.79,11.41,2992,5.17,0.85,10.89,7.39,1.11,0.365,2.94,2.264,3.066,0.872,0.197,1.668,2.933,0.183,Cloudy,Moderate,Morning,Attack,Defend,None,No,11.6
7976,9.88,1.11,4739,4.68,1.61,1.05,9.64,9.15,14467,11.4,2.95,3036,10.13,10.65,3.46,6.13,1.7,1.814,1.154,2.658,0.641,2.165,6.615,3.295,0.636,0.186,Storm,Low,Morning,Attack,Attack,Partial,Yes,44.6
3496,3.75,5.68,3408,7.97,8.03,1.39,5.99,4.24,2427,1.79,6.15,493,0.77,10.21,9.23,8.15,3.83,0.694,0.477,1.083,0.145,0.097,1.271,6.64,1.361,0.903,Clear,Moderate,Dusk,Defend,Defend,None,No,99.0
7037,2.15,9.86,567,9.38,8.05,5.51,5.76,7.41,4270,2.55,6.92,5619,11.55,6.88,1.97,7.03,4.68,0.607,1.186,0.702,9.91,1.231,0.855,0.358,1.22,0.632,Cloudy,Good,Night,Attack,Attack,None,No,24.9
4657,5.91,5.71,1016,1.78,8.26,6.48,9.75,3.41,2257,4.67,11.48,2078,9.6,9.35,2.66,4.27,8.21,0.485,0.79,2.011,2.045,5.393,1.132,0.41,0.438,2.408,Fog,Good,Afternoon,Defend,Defend,None,Yes,35.7
2919,8.72,2.64,3351,8.2,1.27,3.81,5.49,7.14,13698,3.31,7.83,2968,10.79,12.0,9.83,11.06,3.55,4.693,0.38,2.966,0.886,1.316,9.449,2.58,2.015,0.497,Fog,Good,Afternoon,Attack,Attack,None,No,3.9
8488,7.1,1.2,2436,2.16,1.29,1.89,7.09,9.33,13888,11.51,1.33,3122,7.95,7.19,10.42,9.96,11.39,1.636,1.621,1.108,1.282,3.681,5.574,5.513,1.405,1.221,Storm,Very Low,Morning,Attack,Defend,Partial,No,1.0
865,3.66,4.19,3708,1.72,9.13,8.04,1.42,9.81,1080,2.47,5.29,6180,3.77,7.56,6.74,8.88,2.18,1.249,0.675,1.263,1.667,2.192,0.828,0.838,6.254,0.222,Clear,Low,Night,Attack,Defend,Partial,Yes,61.2
9067,6.05,9.26,1476,9.6,2.11,4.77,7.38,7.57,13494,2.45,10.45,5841,6.5,10.44,2.42,4.95,7.68,1.488,0.405,1.129,3.957,0.677,4.948,0.507,0.671,1.015,Storm,Good,Dusk,Defend,Defend,Partial,No,74.8
4884,7.43,9.97,3324,5.4,7.03,6.84,1.94,9.48,2306,6.11,9.25,2334,5.63,6.6,2.62,1.09,2.68,0.472,0.822,0.928,0.702,1.043,0.939,0.383,0.562,0.283,Clear,Good,Midday,Attack,Attack,None,Yes,95.7
6553,7.55,9.51,967,2.37,8.16,6.85,8.02,7.12,6080,8.51,1.09,561,2.54,1.08,11.38,11.71,0.7,0.928,1.127,0.115,0.58,1.072,0.132,1.661,1.46,0.098,Clear,Low,Dawn,Defend,Defend,None,Yes,96.9
6764,7.0,7.56,2764,6.13,5.03,5.92,8.89,9.67,8877,4.86,7.21,3923,11.75,4.48,6.89,8.29,8.0,1.312,0.694,0.954,1.419,1.917,0.891,1.164,0.933,0.827,Storm,Good,Morning,Attack,Defend,Partial,Yes,69.4
9004,8.84,6.02,4793,3.37,5.92,2.61,3.84,9.08,7044,1.0,1.82,1956,3.97,8.76,4.09,3.8,3.78,0.782,0.113,0.302,0.408,1.178,1.48,1.567,0.99,0.416,Fog,Good,Dusk,Defend,Attack,None,No,99.0
6548,8.83,6.32,3178,5.18,3.05,6.54,8.9,1.96,2212,9.31,1.63,2196,0.98,8.6,7.27,5.73,1.62,0.338,1.054,0.258,0.691,0.189,2.82,1.112,0.644,0.827,Clear,Good,Afternoon,Attack,Attack,None,Yes,97.2
6332,6.21,5.85,345,6.62,9.31,3.9,5.34,5.27,11915,11.37,11.56,6183,6.12,11.93,3.68,3.35,9.13,1.882,1.831,1.976,17.922,0.924,1.281,0.944,0.627,1.732,Clear,Excellent,Dawn,Defend,Defend,None,No,1.0
1133,4.87,7.36,4945,8.82,3.72,8.37,6.14,4.13,10374,9.82,8.55,5168,1.73,9.03,9.01,9.02,7.31,9.156,2.016,1.162,1.045,0.196,2.427,1.076,1.469,1.77,Rain,Excellent,Midday,Defend,Defend,None,No,1.0
5425,6.77,4.77,869,1.03,2.96,2.74,4.7,1.24,14130,10.16,1.75,2759,10.02,1.33,2.48,7.91,0.8,2.605,1.501,0.367,3.175,9.728,0.449,0.905,1.683,0.645,Storm,Good,Afternoon,Attack,Attack,None,No,1.5
1927,8.36,7.02,3619,2.93,5.73,3.62,5.29,5.2,5424,10.25,4.39,4549,0.88,11.48,3.63,6.48,0.99,2.815,1.226,0.625,1.257,0.3,2.003,1.003,1.225,0.19,Rain,Moderate,Afternoon,Attack,Defend,Partial,Yes,91.8
7506,1.05,2.09,2709,1.87,2.71,4.96,9.17,2.34,6570,9.23,8.31,1380,1.09,0.86,8.77,4.82,0.8,0.875,8.79,3.976,0.509,0.583,0.317,1.768,0.526,0.342,Clear,Low,Dusk,Attack,Defend,None,No,14.2
5366,9.93,3.39,1542,1.87,7.18,7.66,9.53,1.33,5376,9.76,10.91,4689,9.59,7.91,1.07,4.03,1.59,1.002,0.983,3.218,3.041,5.128,1.102,0.14,0.423,1.195,Rain,Moderate,Midday,Defend,Defend,Partial,Yes,36.9
6962,2.65,8.52,969,9.51,5.64,7.49,5.01,5.01,1132,1.38,1.27,485,1.96,3.45,11.94,9.85,9.8,0.163,0.521,0.149,0.501,0.206,0.612,1.594,1.966,1.956,Clear,Moderate,Afternoon,Defend,Attack,None,No,99.0
896,5.23,9.13,971,9.42,2.33,4.03,5.63,3.09,1014,1.13,1.46,4614,6.98,3.33,4.33,5.01,3.89,1.132,0.216,0.16,4.752,0.741,1.429,1.074,0.89,1.259,Clear,Excellent,Midday,Defend,Defend,Full Ambush,No,97.8
1306,8.85,5.85,4306,7.74,1.61,5.6,2.05,9.42,11468,1.37,1.78,6212,7.68,7.04,8.52,5.98,7.79,8.781,0.155,0.304,1.443,0.992,4.373,1.521,2.917,0.827,Storm,Moderate,Dusk,Defend,Defend,None,Yes,15.8
7305,3.03,1.28,4377,6.79,2.23,3.11,3.93,8.31,4416,7.3,6.76,4085,11.94,0.83,1.45,2.5,0.69,0.605,2.409,5.281,0.933,1.758,0.372,0.466,0.636,0.083,Clear,Excellent,Night,Attack,Attack,None,No,65.0
1185,5.29,9.34,2379,8.63,2.23,7.93,5.62,9.61,7410,3.27,5.84,2416,3.43,3.73,7.02,10.45,2.66,6.253,0.618,0.625,1.016,0.397,1.673,0.885,1.859,0.277,Cloudy,Excellent,Morning,Attack,Defend,None,No,70.1
1177,2.19,7.32,608,1.53,3.82,2.77,2.82,8.93,14689,0.82,2.39,3931,3.9,3.19,6.66,3.33,9.62,12.48,0.374,0.327,6.465,2.549,0.835,2.404,1.181,1.077,Cloudy,Good,Dusk,Attack,Attack,Full Ambush,No,1.0
615,4.56,4.73,4432,2.08,8.5,8.37,6.19,7.55,461,1.38,6.66,2352,1.26,5.16,3.53,2.45,8.8,0.75,0.303,1.408,0.531,0.606,0.607,0.422,0.396,1.166,Clear,Moderate,Dusk,Attack,Defend,None,Yes,99.0
9587,2.59,6.39,2486,3.85,1.52,9.43,7.17,6.38,7861,1.29,4.44,2076,1.08,1.01,4.5,7.68,5.61,0.82,0.498,0.695,0.835,0.281,0.664,0.477,1.071,0.879,Clear,Moderate,Afternoon,Attack,Attack,Full Ambush,No,99.0
7506,4.27,4.87,2250,8.49,2.15,9.92,6.85,1.59,7870,7.72,2.43,84,5.21,4.23,10.26,2.04,9.91,1.048,1.808,0.499,0.037,0.614,1.967,1.034,0.298,6.233,Cloudy,Excellent,Afternoon,Attack,Defend,Full Ambush,Yes,98.2
3856,4.36,5.19,2096,5.25,3.73,8.71,4.98,3.39,14979,2.14,0.88,1800,8.08,2.55,3.18,11.75,0.65,3.885,0.491,0.17,0.859,1.539,0.684,0.365,2.359,0.192,Clear,Moderate,Dawn,Attack,Attack,None,Yes,91.7
3317,9.94,8.98,1889,5.53,5.98,3.0,7.92,7.4,12548,10.23,1.64,6263,8.11,2.88,8.43,6.94,4.45,3.783,1.029,0.183,3.316,1.467,0.482,2.81,0.876,0.601,Cloudy,Good,Midday,Defend,Attack,None,Yes,1.0
3822,9.95,2.45,2677,3.06,7.87,4.75,3.88,4.61,1189,11.92,4.95,1295,9.43,10.04,5.67,1.03,1.81,0.311,1.198,2.02,0.484,3.082,1.276,1.194,0.265,0.393,Clear,Very Low,Night,Attack,Defend,None,No,98.7
7859,2.03,1.93,3062,6.84,9.29,1.8,5.22,3.93,2525,5.57,6.41,4452,6.71,11.93,6.36,2.11,10.68,0.321,2.744,3.321,1.454,0.981,1.284,3.533,0.404,2.718,Rain,Moderate,Dusk,Defend,Defend,None,Yes,10.0
6783,7.53,1.02,2386,8.99,4.71,2.48,3.43,1.94,702,6.68,3.08,4315,9.62,5.54,4.74,11.23,10.56,0.103,0.887,3.02,1.808,1.07,1.176,1.911,3.274,5.443,Clear,Excellent,Midday,Defend,Attack,None,Yes,50.1
2259,1.47,3.83,4494,3.97,1.95,1.45,6.43,1.63,3113,3.49,9.47,1619,2.57,1.61,9.53,6.8,0.87,1.378,2.374,2.473,0.36,0.647,0.826,6.572,1.058,0.534,Rain,Good,Morning,Defend,Attack,Partial,No,2.9
2154,1.27,2.33,1657,6.57,2.92,6.77,4.97,2.89,3343,8.04,7.06,5413,7.79,9.43,0.56,4.58,9.2,1.552,6.331,3.03,3.267,1.186,3.229,0.083,0.922,3.183,Cloudy,Excellent,Morning,Defend,Attack,None,No,1.0
1435,1.95,2.98,2934,3.99,3.59,5.8,2.95,8.51,1530,11.02,9.34,3103,9.45,10.1,2.55,8.5,4.29,1.066,5.651,3.134,1.058,2.368,2.813,0.44,2.881,0.504,Cloudy,Moderate,Morning,Attack,Attack,Full Ambush,Yes,28.0
6773,9.69,1.1,1570,8.13,8.07,9.25,3.77,6.97,8003,2.58,5.07,5591,7.07,3.87,4.62,4.78,4.42,1.182,0.266,4.609,3.561,0.87,0.48,0.499,1.268,0.634,Cloudy,Excellent,Night,Defend,Attack,None,No,6.5
7762,9.47,3.04,3791,5.27,7.18,5.17,3.52,4.07,14630,11.46,10.74,136,8.82,5.7,2.89,2.14,8.15,1.885,1.21,3.533,0.036,1.674,0.794,0.559,0.608,2.002,Clear,Good,Dusk,Attack,Attack,None,Yes,88.4
3018,2.75,3.99,600,4.06,2.88,6.78,9.2,1.55,12097,3.05,9.7,1085,2.13,4.58,6.78,9.07,5.08,4.008,1.109,2.431,1.808,0.525,1.59,1.0,0.986,3.277,Clear,Excellent,Dusk,Defend,Attack,None,Yes,2.2
699,2.46,1.28,1025,4.78,8.55,4.61,5.7,2.7,3210,3.56,6.86,2660,5.59,11.69,8.44,4.69,8.46,4.592,1.447,5.359,2.595,1.169,1.367,1.831,0.823,3.133,Clear,Excellent,Morning,Attack,Attack,None,Yes,1.0
1281,3.16,6.47,4026,1.82,8.73,8.47,6.87,5.05,11788,10.98,8.35,3351,10.29,10.22,7.27,11.78,7.26,9.202,3.475,1.291,0.832,5.654,1.171,0.858,1.715,1.438,Rain,Good,Dusk,Defend,Defend,None,Yes,1.0
9695,5.64,6.12,998,8.8,8.94,9.34,9.41,2.38,14737,7.32,2.2,3847,4.16,3.64,6.17,3.58,10.02,1.52,1.298,0.359,3.855,0.473,0.407,0.661,0.38,4.21,Clear,Excellent,Dusk,Defend,Attack,None,No,5.1
3307,6.13,1.87,3166,9.62,3.48,4.89,2.64,7.86,12561,0.86,9.38,5532,10.84,8.19,8.45,1.4,1.77,3.798,0.14,5.016,1.747,1.127,2.353,1.728,0.53,0.225,Rain,Good,Dawn,Attack,Attack,Full Ambush,No,69.6
7808,2.99,6.36,4854,5.3,2.2,1.74,9.43,8.1,7136,9.73,7.48,6326,11.86,7.66,10.71,7.19,7.02,0.914,3.254,1.176,1.303,2.238,3.482,6.155,0.762,0.867,Clear,Moderate,Afternoon,Defend,Defend,None,Yes,10.1
6434,7.81,9.99,2662,2.99,1.94,2.47,5.86,2.23,4186,7.88,2.79,2255,2.1,6.05,8.4,1.65,1.87,0.651,1.009,0.279,0.847,0.702,3.119,3.401,0.282,0.839,Rain,Low,Dusk,Defend,Defend,Full Ambush,No,98.5
4128,3.79,9.5,1018,6.98,4.6,7.48,8.71,7.54,11269,9.05,3.64,6214,2.2,8.73,8.18,9.65,2.45,2.73,2.388,0.383,6.104,0.315,1.898,1.094,1.108,0.325,Clear,Very Low,Morning,Attack,Attack,None,Yes,12.2
2454,9.3,1.02,1671,5.07,4.86,3.93,2.51,5.61,11839,2.36,11.04,1901,4.81,10.03,11.15,4.76,9.65,4.824,0.254,10.824,1.138,0.949,2.064,2.837,1.896,1.72,Fog,Low,Morning,Attack,Attack,None,Yes,1.0
1653,6.91,8.16,4135,3.27,8.81,8.07,3.46,9.66,4593,10.54,2.74,547,6.97,11.38,11.52,11.7,8.93,2.779,1.525,0.336,0.132,2.131,1.292,1.428,3.382,0.924,Cloudy,Moderate,Afternoon,Defend,Defend,Full Ambush,Yes,85.1
6343,4.93,4.18,1823,1.35,3.41,7.75,2.75,8.09,3518,9.5,5.51,4080,9.27,5.9,2.88,10.85,2.27,0.555,1.927,1.318,2.238,6.867,1.73,0.372,3.945,0.281,Clear,Moderate,Afternoon,Attack,Attack,None,Yes,37.3
7859,8.11,1.57,3645,9.01,6.64,7.25,6.88,6.27,10147,11.51,10.17,4680,1.28,8.0,4.28,6.42,5.45,1.291,1.419,6.478,1.284,0.142,1.205,0.59,0.933,0.869,Storm,Excellent,Morning,Attack,Defend,Full Ambush,Yes,88.7
6617,8.36,3.66,3909,8.17,8.09,8.33,2.27,6.43,13349,5.2,4.12,2103,9.49,8.99,0.64,4.58,7.12,2.017,0.622,1.126,0.538,1.162,1.111,0.077,2.018,1.107,Clear,Low,Dusk,Attack,Defend,Partial,Yes,98.6
5538,3.61,3.9,2556,8.46,3.42,7.81,8.13,2.61,507,6.46,2.38,1229,2.38,6.36,4.58,11.88,4.45,0.092,1.789,0.61,0.481,0.281,1.86,0.586,1.461,1.705,Storm,Good,Dusk,Attack,Attack,None,Yes,96.4
899,4.06,5.71,3938,4.96,3.4,6.69,3.25,9.04,14809,8.57,6.18,724,1.48,9.99,8.83,4.61,4.44,16.473,2.111,1.082,0.184,0.298,2.938,1.32,1.418,0.491,Clear,Low,Night,Attack,Attack,Partial,No,11.5
9701,9.42,6.95,1653,7.78,7.02,1.04,3.3,6.03,3039,1.7,2.69,3115,7.43,0.71,11.72,1.83,4.59,0.313,0.18,0.387,1.884,0.955,0.101,11.269,0.555,0.761,Cloudy,Excellent,Dusk,Defend,Defend,Partial,No,96.3
8088,2.48,7.74,2629,6.23,7.54,5.64,3.53,6.17,5371,2.92,11.81,2892,1.39,8.52,0.65,8.98,8.29,0.664,1.177,1.526,1.1,0.223,1.13,0.115,2.544,1.344,Rain,Low,Night,Attack,Defend,None,No,88.9
